,date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
7086,2020-11-09,Bromley,E09000006,-51,-12,24,-52,-52,21
20722,2020-11-09,Lewisham,E09000023,-40,-9,65,-47,-55,21
19748,2020-11-09,Lambeth,E09000022,-60,-21,9,-65,-56,24
29488,2020-11-09,Wandsworth,E09000032,-57,-18,33,-56,-60,26
6112,2020-11-09,Brent,E09000005,-46,-8,86,-42,-44,17
17800,2020-11-09,Hounslow,E09000018,-40,-13,24,-44,-44,17
11956,2020-11-09,Hackney,E09000012,-59,-14,50,-57,-56,22
1241,2020-11-08,City of London,E09000001,-86,-69,-84,-77,,
28513,2020-11-08,Waltham Forest,E09000031,-48,-11,57,-53,-40,11
14877,2020-11-08,Harrow,E09000015,-61,-15,66,-45,-28,11
20721,2020-11-08,Lewisham,E09000023,-54,-14,58,-54,-37,12
2215,2020-11-08,Westminster,E09000033,-87,-51,-58,-80,-45,13
15851,2020-11-08,Havering,E09000016,-64,-22,43,-48,-29,11
29487,2020-11-08,Wandsworth,E09000032,-63,-27,35,-62,-33,13
5137,2020-11-08,Bexley,E09000004,-61,-18,37,-49,-30,11
16825,2020-11-08,Hillingdon,E09000017,-57,-18,74,-70,-29,11
25591,2020-11-08,Southwark,E09000028,-66,-21,2,-66,-39,13
23643,2020-11-08,Redbridge,E09000026,-52,-13,18,-51,-32,11
10981,2020-11-08,Enfield,E09000010,-56,-16,34,-43,-31,11
6111,2020-11-08,Brent,E09000005,-61,-10,54,-49,-38,11
21695,2020-11-08,Merton,E09000024,-62,-27,21,-56,-37,12
17799,2020-11-08,Hounslow,E09000018,-52,-21,19,-49,-36,11
12929,2020-11-08,Hammersmith and Fulham,E09000013,-77,-34,22,-67,-44,13
22669,2020-11-08,Newham,E09000025,-64,-23,116,-55,-36,11
24617,2020-11-08,Richmond upon Thames,E09000027,-58,-13,40,-61,-44,12
27539,2020-11-08,Tower Hamlets,E09000030,-63,-39,-17,-64,-39,13
18773,2020-11-08,Islington,E09000019,-74,-19,44,-68,-33,13
26565,2020-11-08,Sutton,E09000029,-60,-20,46,-55,-36,11
9033,2020-11-08,Croydon,E09000008,-66,-17,44,-57,-28,11
10007,2020-11-08,Ealing,E09000009,-54,-14,30,-53,-36,11
30461,2020-11-08,Greenwich,E09000011,-66,-16,6,-51,-37,11
31435,2020-11-08,Kensington and Chelsea,E09000020,-79,-21,-5,-72,-42,13
3189,2020-11-08,Barking and Dagenham,E09000002,-48,-15,45,-42,-29,10
11955,2020-11-08,Hackney,E09000012,-66,-17,31,-58,-37,12
8059,2020-11-08,Camden,E09000007,-79,-41,6,-77,-37,13
32409,2020-11-08,Kingston upon Thames,E09000021,-70,-26,73,-52,-41,12
7085,2020-11-08,Bromley,E09000006,-62,-16,29,-51,-29,11
19747,2020-11-08,Lambeth,E09000022,-67,-20,-3,-64,-35,13
13903,2020-11-08,Haringey,E09000014,-59,-23,21,-56,-47,12
4163,2020-11-08,Barnet,E09000003,-59,-18,60,-53,-37,12
8058,2020-11-07,Camden,E09000007,-80,-38,16,-76,-34,15
14876,2020-11-07,Harrow,E09000015,-59,-10,120,-47,-26,14
24616,2020-11-07,Richmond upon Thames,E09000027,-52,-3,64,-56,-40,15
12928,2020-11-07,Hammersmith and Fulham,E09000013,-77,-25,43,-66,-45,16
7084,2020-11-07,Bromley,E09000006,-62,-10,35,-54,-27,15
10980,2020-11-07,Enfield,E09000010,-52,-12,60,-45,-26,13
26564,2020-11-07,Sutton,E09000029,-58,-18,57,-58,-32,14
21694,2020-11-07,Merton,E09000024,-60,-17,40,-55,-35,14
25590,2020-11-07,Southwark,E09000028,-65,-18,-5,-65,-36,15
9032,2020-11-07,Croydon,E09000008,-64,-9,82,-57,-27,14
5136,2020-11-07,Bexley,E09000004,-61,-12,58,-55,-25,14
29486,2020-11-07,Wandsworth,E09000032,-63,-12,56,-59,-34,16
18772,2020-11-07,Islington,E09000019,-75,-8,51,-65,-33,15
28512,2020-11-07,Waltham Forest,E09000031,-46,-5,35,-51,-37,14
10006,2020-11-07,Ealing,E09000009,-51,-11,68,-52,-32,14
17798,2020-11-07,Hounslow,E09000018,-49,-8,39,-46,-32,13
22668,2020-11-07,Newham,E09000025,-66,-19,125,-57,-35,13
2214,2020-11-07,Westminster,E09000033,-89,-50,-56,-80,-41,15
1240,2020-11-07,City of London,E09000001,-88,-62,-83,-78,,
4162,2020-11-07,Barnet,E09000003,-56,-10,77,-51,-35,14
19746,2020-11-07,Lambeth,E09000022,-67,-13,-7,-64,-34,16
20720,2020-11-07,Lewisham,E09000023,-51,-6,69,-52,-36,15
16824,2020-11-07,Hillingdon,E09000017,-55,-13,106,-69,-25,14
31434,2020-11-07,Kensington and Chelsea,E09000020,-79,-16,-3,-73,-36,15
6110,2020-11-07,Brent,E09000005,-57,-11,90,-47,-35,13
30460,2020-11-07,Greenwich,E09000011,-64,-10,9,-49,-35,14
23642,2020-11-07,Redbridge,E09000026,-49,-13,19,-51,-28,13
15850,2020-11-07,Havering,E09000016,-63,-18,32,-50,-27,14
3188,2020-11-07,Barking and Dagenham,E09000002,-44,-8,45,-41,-27,12
27538,2020-11-07,Tower Hamlets,E09000030,-61,-22,-19,-64,-38,15
32408,2020-11-07,Kingston upon Thames,E09000021,-69,-19,76,-58,-33,15
11954,2020-11-07,Hackney,E09000012,-68,-6,57,-60,-35,15
13902,2020-11-07,Haringey,E09000014,-55,-16,46,-54,-44,15
13901,2020-11-06,Haringey,E09000014,-51,-11,26,-51,-53,21
11953,2020-11-06,Hackney,E09000012,-67,-1,27,-55,-54,24
9031,2020-11-06,Croydon,E09000008,-59,-3,39,-52,-41,19
10979,2020-11-06,Enfield,E09000010,-44,-6,19,-42,-39,17
24615,2020-11-06,Richmond upon Thames,E09000027,-56,-4,36,-57,-58,24
26563,2020-11-06,Sutton,E09000029,-53,-13,42,-54,-49,20
18771,2020-11-06,Islington,E09000019,-76,-17,23,-69,-65,29
32407,2020-11-06,Kingston upon Thames,E09000021,-65,-17,,-54,-51,23
28511,2020-11-06,Waltham Forest,E09000031,-43,-5,21,-50,-48,20
7083,2020-11-06,Bromley,E09000006,-58,-6,21,-52,-52,23
19745,2020-11-06,Lambeth,E09000022,-67,-10,-8,-65,-57,27
10005,2020-11-06,Ealing,E09000009,-46,-9,36,-51,-44,20
3187,2020-11-06,Barking and Dagenham,E09000002,-41,-1,25,-37,-33,14
30459,2020-11-06,Greenwich,E09000011,-59,-8,0,-45,-50,21
4161,2020-11-06,Barnet,E09000003,-51,-9,46,-50,-47,20
31433,2020-11-06,Kensington and Chelsea,E09000020,-74,-13,-18,-65,-57,24
15849,2020-11-06,Havering,E09000016,-57,-12,10,-45,-43,19
16823,2020-11-06,Hillingdon,E09000017,-53,-9,43,-66,-40,19
1239,2020-11-06,City of London,E09000001,-91,-74,-88,-80,-66,
6109,2020-11-06,Brent,E09000005,-51,-4,56,-44,-44,19
29485,2020-11-06,Wandsworth,E09000032,-61,-8,24,-54,-57,28
21693,2020-11-06,Merton,E09000024,-59,-13,5,-51,-49,22
2213,2020-11-06,Westminster,E09000033,-88,-48,-66,-77,-63,26
8057,2020-11-06,Camden,E09000007,-81,-35,-9,-74,-61,27
17797,2020-11-06,Hounslow,E09000018,-45,-10,19,-44,-44,18
20719,2020-11-06,Lewisham,E09000023,-47,-1,45,-50,-54,24
25589,2020-11-06,Southwark,E09000028,-67,-16,-23,-62,-56,25
27537,2020-11-06,Tower Hamlets,E09000030,-67,-20,-39,-67,-63,27
14875,2020-11-06,Harrow,E09000015,-55,-7,63,-47,-43,19
5135,2020-11-06,Bexley,E09000004,-55,-9,36,-50,-45,19
23641,2020-11-06,Redbridge,E09000026,-44,-7,7,-46,-44,18
22667,2020-11-06,Newham,E09000025,-59,-13,124,-51,-47,19
12927,2020-11-06,Hammersmith and Fulham,E09000013,-72,-24,2,-59,-61,26
24614,2020-11-05,Richmond upon Thames,E09000027,-56,-9,25,-57,-59,24
27536,2020-11-05,Tower Hamlets,E09000030,-66,-27,-34,-68,-63,26
22666,2020-11-05,Newham,E09000025,-59,-15,106,-55,-47,17
30458,2020-11-05,Greenwich,E09000011,-55,-11,-5,-48,-53,20
6108,2020-11-05,Brent,E09000005,-48,-8,57,-45,-44,17
9030,2020-11-05,Croydon,E09000008,-55,-6,34,-52,-42,19
26562,2020-11-05,Sutton,E09000029,-52,-15,27,-56,-50,20
28510,2020-11-05,Waltham Forest,E09000031,-40,-5,21,-49,-49,19
19744,2020-11-05,Lambeth,E09000022,-65,-15,-6,-66,-56,25
25588,2020-11-05,Southwark,E09000028,-65,-21,-25,-63,-56,24
17796,2020-11-05,Hounslow,E09000018,-45,-13,17,-47,-43,17
23640,2020-11-05,Redbridge,E09000026,-44,-13,7,-52,-45,18
13900,2020-11-05,Haringey,E09000014,-50,-15,23,-51,-52,20
32406,2020-11-05,Kingston upon Thames,E09000021,-64,-25,,-54,-52,23
18770,2020-11-05,Islington,E09000019,-75,-20,18,-67,-65,28
7082,2020-11-05,Bromley,E09000006,-57,-11,13,-55,-52,22
5134,2020-11-05,Bexley,E09000004,-53,-12,29,-49,-46,18
3186,2020-11-05,Barking and Dagenham,E09000002,-39,-6,27,-36,-35,13
11952,2020-11-05,Hackney,E09000012,-63,-4,36,-56,-56,22
31432,2020-11-05,Kensington and Chelsea,E09000020,-71,-13,-18,-64,-59,23
4160,2020-11-05,Barnet,E09000003,-49,-10,43,-50,-48,20
2212,2020-11-05,Westminster,E09000033,-86,-49,-59,-75,-63,25
16822,2020-11-05,Hillingdon,E09000017,-52,-10,47,-65,-41,18
1238,2020-11-05,City of London,E09000001,-91,-74,-88,-81,-66,
20718,2020-11-05,Lewisham,E09000023,-46,-1,58,-51,-55,22
15848,2020-11-05,Havering,E09000016,-54,-12,-2,-46,-42,17
14874,2020-11-05,Harrow,E09000015,-52,-12,47,-46,-42,18
29484,2020-11-05,Wandsworth,E09000032,-59,-12,11,-54,-60,27
21692,2020-11-05,Merton,E09000024,-57,-20,0,-53,-52,21
12926,2020-11-05,Hammersmith and Fulham,E09000013,-69,-24,0,-58,-61,24
8056,2020-11-05,Camden,E09000007,-81,-38,-12,-74,-62,26
10004,2020-11-05,Ealing,E09000009,-44,-9,33,-51,-45,19
10978,2020-11-05,Enfield,E09000010,-44,-6,25,-43,-41,17
10003,2020-11-04,Ealing,E09000009,10,-1,46,-31,-37,10
13899,2020-11-04,Haringey,E09000014,-3,-8,24,-39,-42,11
9029,2020-11-04,Croydon,E09000008,2,1,35,-37,-32,11
18769,2020-11-04,Islington,E09000019,-38,-21,30,-51,-56,17
1237,2020-11-04,City of London,E09000001,-70,-57,-73,-70,-58,
27535,2020-11-04,Tower Hamlets,E09000030,-31,-16,-18,-53,-53,16
30457,2020-11-04,Greenwich,E09000011,-1,3,9,-28,-42,11
16821,2020-11-04,Hillingdon,E09000017,-3,-2,52,-53,-33,10
2211,2020-11-04,Westminster,E09000033,-50,-28,-41,-58,-54,14
23639,2020-11-04,Redbridge,E09000026,3,0,19,-30,-38,11
10977,2020-11-04,Enfield,E09000010,-2,1,30,-29,-32,9
15847,2020-11-04,Havering,E09000016,7,2,12,-30,-34,10
4159,2020-11-04,Barnet,E09000003,4,-4,32,-33,-39,12
11951,2020-11-04,Hackney,E09000012,-9,-1,49,-36,-46,13
31431,2020-11-04,Kensington and Chelsea,E09000020,-27,-2,11,-44,-45,13
19743,2020-11-04,Lambeth,E09000022,-15,-8,29,-51,-45,14
3185,2020-11-04,Barking and Dagenham,E09000002,-2,3,25,-28,-28,7
24613,2020-11-04,Richmond upon Thames,E09000027,1,-2,52,-38,-50,14
32405,2020-11-04,Kingston upon Thames,E09000021,-2,-9,,-34,-42,14
8055,2020-11-04,Camden,E09000007,-47,-32,14,-59,-52,15
20717,2020-11-04,Lewisham,E09000023,7,8,60,-32,-43,14
6107,2020-11-04,Brent,E09000005,4,2,65,-27,-36,9
26561,2020-11-04,Sutton,E09000029,9,2,46,-42,-41,12
14873,2020-11-04,Harrow,E09000015,13,2,56,-29,-34,11
21691,2020-11-04,Merton,E09000024,-11,-15,24,-37,-42,12
28509,2020-11-04,Waltham Forest,E09000031,10,2,30,-36,-38,10
29483,2020-11-04,Wandsworth,E09000032,1,-7,38,-36,-48,16
22665,2020-11-04,Newham,E09000025,-15,-2,163,-37,-36,10
25587,2020-11-04,Southwark,E09000028,-22,-9,-3,-45,-48,14
5133,2020-11-04,Bexley,E09000004,5,2,53,-30,-38,11
7081,2020-11-04,Bromley,E09000006,10,3,23,-35,-41,13
17795,2020-11-04,Hounslow,E09000018,-1,-5,49,-29,-33,10
12925,2020-11-04,Hammersmith and Fulham,E09000013,-19,-13,36,-36,-51,13
26560,2020-11-03,Sutton,E09000029,3,-4,23,-42,-45,13
25586,2020-11-03,Southwark,E09000028,-30,-12,-19,-50,-49,16
24612,2020-11-03,Richmond upon Thames,E09000027,-14,-1,22,-44,-52,17
10976,2020-11-03,Enfield,E09000010,-8,-3,9,-31,-33,10
5132,2020-11-03,Bexley,E09000004,-6,1,25,-37,-40,12
31430,2020-11-03,Kensington and Chelsea,E09000020,-35,-6,-21,-51,-48,15
3184,2020-11-03,Barking and Dagenham,E09000002,-8,-7,10,-26,-31,8
12924,2020-11-03,Hammersmith and Fulham,E09000013,-30,-19,-3,-40,-52,15
11950,2020-11-03,Hackney,E09000012,-22,-7,26,-41,-49,15
8054,2020-11-03,Camden,E09000007,-51,-32,-9,-61,-55,18
15846,2020-11-03,Havering,E09000016,-2,1,-9,-32,-36,11
20716,2020-11-03,Lewisham,E09000023,-5,3,39,-34,-47,15
2210,2020-11-03,Westminster,E09000033,-53,-33,-49,-60,-55,16
10002,2020-11-03,Ealing,E09000009,-3,-6,27,-34,-37,12
16820,2020-11-03,Hillingdon,E09000017,-11,-3,28,-58,-35,12
1236,2020-11-03,City of London,E09000001,-73,-60,-76,-72,-59,
29482,2020-11-03,Wandsworth,E09000032,-10,-10,26,-38,-50,18
13898,2020-11-03,Haringey,E09000014,-9,-10,11,-40,-46,13
27534,2020-11-03,Tower Hamlets,E09000030,-37,-17,-28,-58,-56,18
14872,2020-11-03,Harrow,E09000015,-1,-1,34,-33,-34,13
6106,2020-11-03,Brent,E09000005,-4,-4,47,-31,-37,10
9028,2020-11-03,Croydon,E09000008,-5,3,19,-40,-36,13
4158,2020-11-03,Barnet,E09000003,-4,-6,22,-35,-41,13
18768,2020-11-03,Islington,E09000019,-42,-21,7,-56,-58,19
19742,2020-11-03,Lambeth,E09000022,-25,-10,5,-52,-46,16
32404,2020-11-03,Kingston upon Thames,E09000021,-9,-10,,-38,-45,15
28508,2020-11-03,Waltham Forest,E09000031,-5,-3,8,-37,-43,12
7080,2020-11-03,Bromley,E09000006,0,4,6,-38,-43,15
21690,2020-11-03,Merton,E09000024,-16,-16,17,-36,-45,14
17794,2020-11-03,Hounslow,E09000018,-8,-6,23,-34,-36,12
23638,2020-11-03,Redbridge,E09000026,-7,2,-4,-36,-41,12
30456,2020-11-03,Greenwich,E09000011,-6,-2,-8,-31,-46,13
22664,2020-11-03,Newham,E09000025,-14,-4,122,-37,-40,11
27533,2020-11-02,Tower Hamlets,E09000030,-39,-16,-24,-56,-57,18
32403,2020-11-02,Kingston upon Thames,E09000021,-9,-10,,-42,-48,16
6105,2020-11-02,Brent,E09000005,-6,-1,65,-35,-38,11
20715,2020-11-02,Lewisham,E09000023,-6,0,49,-36,-49,16
30455,2020-11-02,Greenwich,E09000011,-8,1,7,-31,-47,13
17793,2020-11-02,Hounslow,E09000018,-10,-2,33,-36,-38,12
11949,2020-11-02,Hackney,E09000012,-26,-7,41,-45,-49,15
12923,2020-11-02,Hammersmith and Fulham,E09000013,-36,-21,8,-41,-54,17
1235,2020-11-02,City of London,E09000001,-75,-64,-82,-74,-59,
21689,2020-11-02,Merton,E09000024,-20,-9,19,-41,-45,14
15845,2020-11-02,Havering,E09000016,-6,2,-1,-32,-36,11
25585,2020-11-02,Southwark,E09000028,-32,-11,-8,-52,-50,16
5131,2020-11-02,Bexley,E09000004,-13,-1,30,-39,-42,12
18767,2020-11-02,Islington,E09000019,-47,-22,10,-55,-59,19
10001,2020-11-02,Ealing,E09000009,-6,-3,32,-36,-37,12
10975,2020-11-02,Enfield,E09000010,-6,-2,23,-35,-34,11
3183,2020-11-02,Barking and Dagenham,E09000002,-9,-2,23,-27,-31,8
26559,2020-11-02,Sutton,E09000029,0,0,53,-48,-46,14
28507,2020-11-02,Waltham Forest,E09000031,-4,0,27,-40,-42,13
16819,2020-11-02,Hillingdon,E09000017,-17,-1,39,-60,-36,12
29481,2020-11-02,Wandsworth,E09000032,-17,-10,28,-46,-52,18
24611,2020-11-02,Richmond upon Thames,E09000027,-19,-3,29,-46,-54,16
22663,2020-11-02,Newham,E09000025,-19,-2,132,-38,-40,12
9027,2020-11-02,Croydon,E09000008,-10,2,37,-39,-35,12
31429,2020-11-02,Kensington and Chelsea,E09000020,-40,-7,-18,-51,-48,15
23637,2020-11-02,Redbridge,E09000026,-8,-2,1,-38,-40,12
14871,2020-11-02,Harrow,E09000015,-5,0,43,-35,-37,13
7079,2020-11-02,Bromley,E09000006,-5,2,19,-40,-45,15
2209,2020-11-02,Westminster,E09000033,-57,-32,-48,-62,-56,17
19741,2020-11-02,Lambeth,E09000022,-29,-11,20,-55,-48,17
8053,2020-11-02,Camden,E09000007,-53,-35,5,-63,-56,18
4157,2020-11-02,Barnet,E09000003,-12,-3,26,-39,-42,14
13897,2020-11-02,Haringey,E09000014,-11,-11,14,-42,-46,13
10000,2020-11-01,Ealing,E09000009,-19,-5,-3,-36,-15,5
31428,2020-11-01,Kensington and Chelsea,E09000020,-44,-15,-26,-60,-17,5
11948,2020-11-01,Hackney,E09000012,-35,-15,10,-37,-12,5
8052,2020-11-01,Camden,E09000007,-51,-33,-11,-58,-14,5
28506,2020-11-01,Waltham Forest,E09000031,-18,-7,12,-34,-18,5
21688,2020-11-01,Merton,E09000024,-26,-18,-2,-41,-12,5
12922,2020-11-01,Hammersmith and Fulham,E09000013,-42,-27,-2,-43,-20,5
25584,2020-11-01,Southwark,E09000028,-36,-14,-11,-43,-14,5
26558,2020-11-01,Sutton,E09000029,-21,-12,4,-38,-12,5
20714,2020-11-01,Lewisham,E09000023,-22,-8,20,-31,-13,5
5130,2020-11-01,Bexley,E09000004,-26,-14,9,-33,-9,5
18766,2020-11-01,Islington,E09000019,-45,-18,8,-44,-14,4
4156,2020-11-01,Barnet,E09000003,-22,-11,4,-37,-15,5
3182,2020-11-01,Barking and Dagenham,E09000002,-22,-9,16,-25,-16,4
22662,2020-11-01,Newham,E09000025,-28,-10,61,-34,-17,4
10974,2020-11-01,Enfield,E09000010,-24,-8,-3,-29,-11,5
1234,2020-11-01,City of London,E09000001,-58,-39,-67,-62,,
14870,2020-11-01,Harrow,E09000015,-23,-8,17,-27,-5,5
17792,2020-11-01,Hounslow,E09000018,-18,-6,-5,-28,-17,5
6104,2020-11-01,Brent,E09000005,-23,-6,13,-31,-17,5
32402,2020-11-01,Kingston upon Thames,E09000021,-21,-16,43,-28,-11,5
23636,2020-11-01,Redbridge,E09000026,-22,-9,-21,-28,-12,5
2208,2020-11-01,Westminster,E09000033,-54,-33,-59,-58,-23,6
27532,2020-11-01,Tower Hamlets,E09000030,-35,-31,-31,-43,-14,5
13896,2020-11-01,Haringey,E09000014,-23,-17,-10,-32,-24,5
24610,2020-11-01,Richmond upon Thames,E09000027,-29,-10,5,-42,-17,5
7078,2020-11-01,Bromley,E09000006,-20,-10,-1,-34,4,5
30454,2020-11-01,Greenwich,E09000011,-28,-10,-15,-32,-17,5
19740,2020-11-01,Lambeth,E09000022,-35,-14,-3,-37,-6,5
15844,2020-11-01,Havering,E09000016,-20,-2,10,-26,-5,5
29480,2020-11-01,Wandsworth,E09000032,-29,-18,5,-40,-2,5
9026,2020-11-01,Croydon,E09000008,-24,-9,4,-39,-6,5
16818,2020-11-01,Hillingdon,E09000017,-26,-9,47,-57,-10,5
10973,2020-10-31,Enfield,E09000010,-27,-8,-12,-36,-12,8
31427,2020-10-31,Kensington and Chelsea,E09000020,-52,-16,-39,-64,-17,8
6103,2020-10-31,Brent,E09000005,-30,-10,14,-35,-19,8
9999,2020-10-31,Ealing,E09000009,-29,-9,-1,-40,-17,8
24609,2020-10-31,Richmond upon Thames,E09000027,-37,-6,-21,-46,-15,9
9025,2020-10-31,Croydon,E09000008,-35,-5,11,-42,-10,7
28505,2020-10-31,Waltham Forest,E09000031,-28,-6,-19,-41,-20,7
3181,2020-10-31,Barking and Dagenham,E09000002,-26,-9,-2,-27,-16,6
26557,2020-10-31,Sutton,E09000029,-33,-11,-8,-46,-17,8
8051,2020-10-31,Camden,E09000007,-58,-34,-29,-59,-15,9
16817,2020-10-31,Hillingdon,E09000017,-34,-8,16,-60,-10,8
14869,2020-10-31,Harrow,E09000015,-34,-6,17,-35,-9,8
29479,2020-10-31,Wandsworth,E09000032,-41,-13,-1,-40,-10,8
13895,2020-10-31,Haringey,E09000014,-34,-17,-23,-42,-23,8
18765,2020-10-31,Islington,E09000019,-54,-11,-8,-44,-15,8
17791,2020-10-31,Hounslow,E09000018,-31,-5,-19,-34,-16,8
12921,2020-10-31,Hammersmith and Fulham,E09000013,-50,-22,-10,-47,-22,9
30453,2020-10-31,Greenwich,E09000011,-37,-10,-34,-35,-18,8
1233,2020-10-31,City of London,E09000001,-63,-37,-71,-58,,
4155,2020-10-31,Barnet,E09000003,-29,-8,-11,-39,-18,8
19739,2020-10-31,Lambeth,E09000022,-42,-11,-20,-40,-10,8
11947,2020-10-31,Hackney,E09000012,-45,-12,-4,-42,-17,7
27531,2020-10-31,Tower Hamlets,E09000030,-39,-17,-44,-49,-16,8
22661,2020-10-31,Newham,E09000025,-42,-13,39,-41,-20,7
23635,2020-10-31,Redbridge,E09000026,-31,-12,-39,-40,-15,8
20713,2020-10-31,Lewisham,E09000023,-29,-5,4,-37,-16,8
32401,2020-10-31,Kingston upon Thames,E09000021,-36,-14,22,-39,-10,9
2207,2020-10-31,Westminster,E09000033,-63,-37,-63,-60,-21,9
5129,2020-10-31,Bexley,E09000004,-36,-6,-14,-42,-9,7
15843,2020-10-31,Havering,E09000016,-32,-7,-16,-32,-10,7
25583,2020-10-31,Southwark,E09000028,-45,-17,-25,-46,-14,7
21687,2020-10-31,Merton,E09000024,-36,-12,-3,-43,-16,8
7077,2020-10-31,Bromley,E09000006,-33,-3,-16,-40,-2,8
21686,2020-10-30,Merton,E09000024,-32,-8,21,-45,-51,17
32400,2020-10-30,Kingston upon Thames,E09000021,-21,-11,,-44,-54,18
7076,2020-10-30,Bromley,E09000006,-20,1,27,-44,-53,17
11946,2020-10-30,Hackney,E09000012,-40,-5,20,-44,-53,17
28504,2020-10-30,Waltham Forest,E09000031,-15,-6,27,-45,-50,15
24608,2020-10-30,Richmond upon Thames,E09000027,-23,-2,48,-47,-62,18
4154,2020-10-30,Barnet,E09000003,-20,-8,33,-43,-48,16
18764,2020-10-30,Islington,E09000019,-56,-19,14,-58,-62,22
27530,2020-10-30,Tower Hamlets,E09000030,-45,-15,-30,-58,-60,20
1232,2020-10-30,City of London,E09000001,-78,-61,-74,-70,-60,
22660,2020-10-30,Newham,E09000025,-29,-8,117,-42,-46,14
12920,2020-10-30,Hammersmith and Fulham,E09000013,-43,-22,2,-47,-58,20
14868,2020-10-30,Harrow,E09000015,-22,-5,44,-43,-47,16
9998,2020-10-30,Ealing,E09000009,-17,-6,32,-45,-46,15
31426,2020-10-30,Kensington and Chelsea,E09000020,-43,-9,-13,-51,-54,18
15842,2020-10-30,Havering,E09000016,-19,-3,14,-38,-48,14
5128,2020-10-30,Bexley,E09000004,-30,-4,59,-45,-49,15
6102,2020-10-30,Brent,E09000005,-20,-3,37,-36,-44,14
20712,2020-10-30,Lewisham,E09000023,-18,1,44,-39,-55,18
29478,2020-10-30,Wandsworth,E09000032,-29,-10,35,-45,-55,20
9024,2020-10-30,Croydon,E09000008,-23,0,37,-43,-47,16
25582,2020-10-30,Southwark,E09000028,-41,-11,-12,-50,-54,18
19738,2020-10-30,Lambeth,E09000022,-39,-8,18,-53,-54,19
10972,2020-10-30,Enfield,E09000010,-18,-3,18,-39,-42,14
16816,2020-10-30,Hillingdon,E09000017,-29,-6,41,-62,-46,15
3180,2020-10-30,Barking and Dagenham,E09000002,-20,-2,22,-32,-40,12
23634,2020-10-30,Redbridge,E09000026,-20,-10,-3,-43,-50,15
13894,2020-10-30,Haringey,E09000014,-21,-11,13,-44,-50,16
26556,2020-10-30,Sutton,E09000029,-19,-5,40,-51,-53,16
17790,2020-10-30,Hounslow,E09000018,-20,-8,34,-38,-46,15
30452,2020-10-30,Greenwich,E09000011,-24,-3,11,-33,-53,16
2206,2020-10-30,Westminster,E09000033,-63,-35,-48,-62,-59,19
8050,2020-10-30,Camden,E09000007,-60,-29,-3,-63,-60,20
12919,2020-10-29,Hammersmith and Fulham,E09000013,-43,-21,-21,-51,-60,21
23633,2020-10-29,Redbridge,E09000026,-20,-14,-32,-51,-52,17
26555,2020-10-29,Sutton,E09000029,-18,-10,-5,-57,-56,18
4153,2020-10-29,Barnet,E09000003,-21,-12,-4,-47,-51,18
9997,2020-10-29,Ealing,E09000009,-20,-11,-1,-49,-47,17
30451,2020-10-29,Greenwich,E09000011,-23,-7,-19,-45,-56,18
10971,2020-10-29,Enfield,E09000010,-20,-6,-15,-45,-46,15
18763,2020-10-29,Islington,E09000019,-58,-25,-18,-61,-65,24
6101,2020-10-29,Brent,E09000005,-19,-9,6,-43,-47,16
3179,2020-10-29,Barking and Dagenham,E09000002,-18,-10,1,-39,-43,13
17789,2020-10-29,Hounslow,E09000018,-25,-12,-4,-46,-47,16
32399,2020-10-29,Kingston upon Thames,E09000021,-26,-15,32,-50,-58,21
15841,2020-10-29,Havering,E09000016,-19,-7,-22,-46,-49,16
1231,2020-10-29,City of London,E09000001,-80,-64,-79,-75,-61,
13893,2020-10-29,Haringey,E09000014,-25,-18,-15,-48,-53,18
27529,2020-10-29,Tower Hamlets,E09000030,-50,-24,-39,-64,-62,23
25581,2020-10-29,Southwark,E09000028,-43,-20,-30,-56,-55,21
5127,2020-10-29,Bexley,E09000004,-27,-8,-7,-52,-50,17
20711,2020-10-29,Lewisham,E09000023,-23,-4,12,-49,-58,20
9023,2020-10-29,Croydon,E09000008,-20,-4,-2,-50,-49,18
19737,2020-10-29,Lambeth,E09000022,-42,-18,-6,-59,-56,21
21685,2020-10-29,Merton,E09000024,-33,-18,-21,-53,-55,20
7075,2020-10-29,Bromley,E09000006,-21,-7,-13,-54,-55,20
16815,2020-10-29,Hillingdon,E09000017,-29,-7,2,-63,-48,17
24607,2020-10-29,Richmond upon Thames,E09000027,-29,-8,6,-53,-64,22
22659,2020-10-29,Newham,E09000025,-33,-13,68,-50,-48,16
14867,2020-10-29,Harrow,E09000015,-24,-13,-10,-50,-48,18
28503,2020-10-29,Waltham Forest,E09000031,-18,-7,-8,-48,-52,17
11945,2020-10-29,Hackney,E09000012,-41,-10,7,-50,-55,19
31425,2020-10-29,Kensington and Chelsea,E09000020,-44,-14,-28,-58,-57,19
2205,2020-10-29,Westminster,E09000033,-65,-42,-56,-66,-61,20
8049,2020-10-29,Camden,E09000007,-64,-35,-23,-67,-63,23
29477,2020-10-29,Wandsworth,E09000032,-33,-14,8,-50,-59,23
11944,2020-10-28,Hackney,E09000012,-37,-11,25,-52,-55,19
25580,2020-10-28,Southwark,E09000028,-41,-19,-16,-55,-57,20
